texts,Prediction
เป็นอุปกรณ์ที่พังยากสำหรับผม และ ขายต่อยังได้ราคา ส่วนตัวคิดว่าแพง แต่ก็ยังน่าซื้อ,pos
อาทิตย์นี้ต้องออก Candidate Releaseอาทิตย์หน้าถึงจะออกตัวเต็ม รอดูๆ,neu
หอยทาก สามปีผ่านมาเพิ่งได้สำนึก,neg
ใช้อยู่ตอนนี้ คือมันดีมาก สะดวกสุด ๆ แต่มันจะหน่วงนิดนึง,pos
Apple นายพึ่งนึกได้เหรอ?!,neg
ช้ามาก Android ทำได้ตั้งนานแล้ว (มั้ง),neg
ไหนๆก็ขาย Apple Watch มากกว่านี้ไม่ได้ละ(ชิ้นส่วนขาดตลาด) ก็ใส่มาใน iOS เลยละกัน,neg
โควิดระบาดจนกลับมาเกิดใหม่หลายสายพันธุ์แล้วเพิ่งคิดได้ ...นวัตกรรม!,neg
ขอให้แก้บักคีย์บอร์ดที่ซ้อนทับกันซะที ลำคาญมากๆ,neg
ผมนึกว่าผมเป็นคนเดียวซะอีก หาในเน็ตก็เหมือนไม่มีใครพูดถึงเรื่องนี้,neg
แล้วมันแปลกด้วยนะครับ เครื่องผมมันชอบซ้อนตอนใช้คีย์ภาษาอังกฤษ ภาษาไทยปกติดีไม่รู้ว่าฝรั่งเค้าซ้อนเหมือนกันไหม ทำไมแอปเปิ้ลดูเงียบเฉยกับเรื่องนี้มากเลย,neg
จริงง ใช่ในไอแพดมั้ยครับ ?,neu
iPhone 12 ขึ้นไปเท่านั้นที่ใช้ได้ ใช้ได้แค่ 2 รุ่น iPhone 12 กับ iPhone 13,pos
เท่าที่จำได้คือ iPhone 12 มีการ upgrade FaceID sensor นะครับเลยน่าจะเป็นเหตุผลที่ทำให้ iPhone12 ขึ้นไปทำได้,pos
iPhone XR ก็มีหัวใจ T-T,neg
มีใครเป็นมั้งครับ Share Hotspot แล้ว นานๆไปมันปิด Share Hotspot ไปเอง,neg
ปกติครับ ถ้า ไม่มีใครเชื่อมมันจะดับเอง ขึ้นอยู่กับว่าอุปกรณ์ที่ต่อมัน ตัดไวไฟหลังไม่ได้ใช้นานๆไหม,neu
รอบนี้มา,neu
ของเขาสวยจริงๆยอมรับ,pos
เคยใช้ขาตั้งเดลล์ ย้ายไปใช้ขาหนีบขอบโต๊ะแทน โล่งกว่าเยอะเลย,pos
จอครบเครื่อง น่าใช้มากๆ,pos
ต่อกับเครื่องวินโดวส์ได้มั้ยครับ? ถ้าต่อได้ใช้อะไรได้บ้าง,neu
คิดว่าได้นะครับ interface น่าจะเป็น USB-C Thunderbolt ครับ,neu
ใช้อะไรได้บ้างไม่แน่ใจ แต่ที่ใช้ไม่ได้แน่ ๆ น่าจะพวก ปรับแสงหน้าจอ ปรับสี ตั้งค่าอะไรต่าง ๆ ของจอ น่าจะไม่ได้เลย เพราะมันไม่มีปุ่ม ต้องปรับใน Mac อย่างเดียว,neg
ผมสงสัยสุดคือกล้อง Center Stage ว่า Windows จะมองเห็นเป็น webcam ขึ้นมาไหม,neu
พี่แกเล่นใส่ a13 ไปเลย มันชวนให้คิดว่าประมวลผลในจอเลยแน่ๆไม่งั้นต่อ windows กล้องมาแบบ raw นี่จะ fish eye มาเลย,neu
แต่ถ้าเสียบมาแล้วเป็น webcam 12MP + Center Stage นี่มีสายวินโดวส์ไปช่วยซื้อเพียบแน่ๆ,pos
ต่อได้จ้า ใช้ lg ultrafine 5k ต่อกับ pc อยู่ คือเมนบอร์ดต้องรองรับการต่อ thunderbolt card เพิ่ม (thunderbolt card ที่จะสามารถส่งภาพออกแบบ 5k ได้ต้องเป็น thunderbolt card ที่มี x2 display port in ถ้า thunderbolt card ที่ใช้มีแค่ x1 displayport จะได้ภาพแค่ 4k หรือการ์ดจอที่มีช่องต่อ thunderbolt ก็ใช้ได้แต่ภาพจะได้แค่ 4k หรือเมนบอร์ดที่มี port thunderbolt 3 ในตัวแบบที่ไม่ต้องต่อการ์ดเพิ่มก็จะได้แค่ 4k เพราะบอร์ดพวกนี้จะมี display port in แค่ช่องเดียว) ต่อโดยเอาสาย display port 2 เส้น เสียบต่อการ์ดจอกับ thunderbolt card ด้วยกัน แล้วต่อ thunderbolt card กับจอโดยใช้สาย thunderbolt ทีนี้ก็จะใช้ได้ แล้วก็มาลง intel thunderbolt control center (ถ้าไม่ลงตัวนี้ ลำโพง ไมค์ กล้อง จะใช้ไม่ได้) แล้วก็ไปตั้งค่านิดหน่อย กล้อง ไมค์ ลำโพง จะสามารถใช้ได้หมด ส่วนความสว่างจะมีโปรแกรมที่ชื่อว่า lg brightness control ที่คนทำขึ้นมาเพื่อใช้กับจอ lg ultrafine 5k โดยเฉพาะ ส่วนหน้าจอตัวในข่าวนี้ตอนนี้ยังไม่มีโปรแกรม ถ้าจะปรับความสว่างต้องหาคนที่มี mac เสียบต่อแล้วปรับความสว่าง แล้วหน้าจอมันจะจำความสว่างที่ปรับนั้นไปตลอด ถ้าไม่มี mac คงต้องรอคนทำโปรแกรมปรับความสว่างสำหรับหน้าจอนี้โดยเฉพาะขึ้นมา,pos
